Polo;Faixa_Distancia;K_Sugerido;Qtd_Amostras
ARARUAMA;149000-149500 m;;0
ARARUAMA;149500-150000 m;;0
ARARUAMA;150000-150500 m;;0
ARARUAMA;150500-151000 m;;0
ARARUAMA;151000-151500 m;;0
ARARUAMA;151500-152000 m;;0
ARARUAMA;152000-152500 m;;0
ARARUAMA;152500-153000 m;;0
ARARUAMA;153000-153500 m;;0
ARARUAMA;153500-154000 m;;0
ARARUAMA;154000-154500 m;;0
ARARUAMA;154500-155000 m;;0
ARARUAMA;155000-155500 m;;0
ARARUAMA;155500-156000 m;;0
ARARUAMA;156000-156500 m;;0
ARARUAMA;156500-157000 m;;0
ARARUAMA;157000-157500 m;;0
ARARUAMA;157500-158000 m;;0
ARARUAMA;158000-158500 m;;0
ARARUAMA;158500-159000 m;;0
ARARUAMA;159000-159500 m;;0
ARARUAMA;159500-160000 m;;0
ARARUAMA;160000-160500 m;;0
ARARUAMA;160500-161000 m;;0
ARARUAMA;161000-161500 m;;0
ARARUAMA;161500-162000 m;;0
ARARUAMA;162000-162500 m;;0
ARARUAMA;162500-163000 m;;0
ARARUAMA;163000-163500 m;;0
ARARUAMA;163500-164000 m;;0
ARARUAMA;164000-164500 m;;0
ARARUAMA;164500-165000 m;;0
ARARUAMA;165000-165500 m;;0
ARARUAMA;165500-166000 m;;0
ARARUAMA;166000-166500 m;;0
ARARUAMA;166500-167000 m;;0
ARARUAMA;167000-167500 m;;0
ARARUAMA;167500-168000 m;;0
ARARUAMA;168000-168500 m;;0
ARARUAMA;168500-169000 m;;0
ARARUAMA;169000-169500 m;;0
ARARUAMA;169500-170000 m;;0
ARARUAMA;170000-170500 m;;0
ARARUAMA;170500-171000 m;;0
ARARUAMA;171000-171500 m;;0
ARARUAMA;171500-172000 m;;0
ARARUAMA;172000-172500 m;;0
ARARUAMA;172500-173000 m;;0
ARARUAMA;173000-173500 m;;0
ARARUAMA;173500-174000 m;;0
ARARUAMA;174000-174500 m;;0
ARARUAMA;174500-175000 m;;0
ARARUAMA;175000-175500 m;;0
ARARUAMA;175500-176000 m;;0
ARARUAMA;176000-176500 m;;0
ARARUAMA;176500-177000 m;;0
ARARUAMA;177000-177500 m;;0
ARARUAMA;177500-178000 m;;0
ARARUAMA;178000-178500 m;;0
ARARUAMA;178500-179000 m;;0
ARARUAMA;179000-179500 m;;0
ARARUAMA;179500-180000 m;;0
ARARUAMA;180000-180500 m;;0
ARARUAMA;180500-181000 m;;0
ARARUAMA;181000-181500 m;;0
ARARUAMA;181500-182000 m;;0
ARARUAMA;182000-182500 m;;0
ARARUAMA;182500-183000 m;;0
ARARUAMA;183000-183500 m;;0
ARARUAMA;183500-184000 m;;0
ARARUAMA;184000-184500 m;;0
ARARUAMA;184500-185000 m;;0
ARARUAMA;185000-185500 m;;0
ARARUAMA;185500-186000 m;;0
ARARUAMA;186000-186500 m;;0
ARARUAMA;186500-187000 m;;0
ARARUAMA;187000-187500 m;;0
ARARUAMA;187500-188000 m;;0
ARARUAMA;188000-188500 m;;0
ARARUAMA;188500-189000 m;;0
ARARUAMA;189000-189500 m;;0
ARARUAMA;189500-190000 m;;0
ARARUAMA;190000-190500 m;;0
ARARUAMA;190500-191000 m;;0
ARARUAMA;191000-191500 m;;0
ARARUAMA;191500-192000 m;;0
ARARUAMA;192000-192500 m;;0
ARARUAMA;192500-193000 m;;0
ARARUAMA;193000-193500 m;;0
ARARUAMA;193500-194000 m;;0
ARARUAMA;194000-194500 m;;0
ARARUAMA;194500-195000 m;;0
ARARUAMA;195000-195500 m;;0
ARARUAMA;195500-196000 m;;0
ARARUAMA;196000-196500 m;;0
ARARUAMA;196500-197000 m;;0
ARARUAMA;197000-197500 m;;0
ARARUAMA;197500-198000 m;;0
ARARUAMA;198000-198500 m;;0
ARARUAMA;198500-199000 m;;0
ARARUAMA;199000-199500 m;;0
ARARUAMA;199500-200000 m;;0
ARARUAMA;200000-200500 m;;0
ARARUAMA;200500-201000 m;;0
ARARUAMA;201000-201500 m;;0
ARARUAMA;201500-202000 m;;0
ARARUAMA;202000-202500 m;;0
ARARUAMA;202500-203000 m;;0
ARARUAMA;203000-203500 m;;0
ARARUAMA;203500-204000 m;;0
ARARUAMA;204000-204500 m;;0
ARARUAMA;204500-205000 m;;0
ARARUAMA;205000-205500 m;;0
ARARUAMA;205500-206000 m;;0
ARARUAMA;206000-206500 m;;0
ARARUAMA;206500-207000 m;;0
ARARUAMA;207000-207500 m;;0
ARARUAMA;207500-208000 m;;0
ARARUAMA;208000-208500 m;;0
ARARUAMA;208500-209000 m;;0
ARARUAMA;209000-209500 m;;0
ARARUAMA;209500-210000 m;;0
ARARUAMA;210000-210500 m;;0
ARARUAMA;210500-211000 m;;0
ARARUAMA;211000-211500 m;;0
ARARUAMA;211500-212000 m;;0
ARARUAMA;212000-212500 m;;0
ARARUAMA;212500-213000 m;;0
ARARUAMA;213000-213500 m;;0
ARARUAMA;213500-214000 m;;0
ARARUAMA;214000-214500 m;;0
ARARUAMA;214500-215000 m;;0
ARARUAMA;215000-215500 m;;0
ARARUAMA;215500-216000 m;;0
ARARUAMA;216000-216500 m;;0
ARARUAMA;216500-217000 m;;0
ARARUAMA;217000-217500 m;;0
ARARUAMA;217500-218000 m;;0
ARARUAMA;218000-218500 m;;0
ARARUAMA;218500-219000 m;;0
ARARUAMA;219000-219500 m;;0
ARARUAMA;219500-220000 m;;0
ARARUAMA;220000-220500 m;;0
ARARUAMA;220500-221000 m;;0
ARARUAMA;221000-221500 m;;0
ARARUAMA;221500-222000 m;;0
ARARUAMA;222000-222500 m;;0
ARARUAMA;222500-223000 m;;0
ARARUAMA;223000-223500 m;;0
ARARUAMA;223500-224000 m;;0
ARARUAMA;224000-224500 m;;0
ARARUAMA;224500-225000 m;;0
ARARUAMA;225000-225500 m;;0
ARARUAMA;225500-226000 m;;0
ARARUAMA;226000-226500 m;;0
ARARUAMA;226500-227000 m;;0
ARARUAMA;227000-227500 m;;0
ARARUAMA;227500-228000 m;;0
ARARUAMA;228000-228500 m;;0
ARARUAMA;228500-229000 m;;0
ARARUAMA;229000-229500 m;;0
ARARUAMA;229500-230000 m;;0
ARARUAMA;230000-230500 m;;0
ARARUAMA;230500-231000 m;;0
ARARUAMA;231000-231500 m;;0
ARARUAMA;231500-232000 m;;0
ARARUAMA;232000-232500 m;;0
ARARUAMA;232500-233000 m;;0
ARARUAMA;233000-233500 m;;0
ARARUAMA;233500-234000 m;;0
ARARUAMA;234000-234500 m;;0
ARARUAMA;234500-235000 m;;0
ARARUAMA;235000-235500 m;;0
ARARUAMA;235500-236000 m;;0
ARARUAMA;236000-236500 m;;0
ARARUAMA;236500-237000 m;;0
CABO FRIO;0-500 m;25.69;514
CABO FRIO;500-1000 m;1.62;24
CABO FRIO;1000-1500 m;1.69;22
CABO FRIO;1500-2000 m;1.64;26
CABO FRIO;2000-2500 m;1.61;2
CABO FRIO;2500-3000 m;1.19;2
CABO FRIO;3000-3500 m;1.49;2
CABO FRIO;3500-4000 m;;0
CABO FRIO;4000-4500 m;;0
CABO FRIO;4500-5000 m;;0
CABO FRIO;5000-5500 m;;0
CABO FRIO;5500-6000 m;;0
CABO FRIO;6000-6500 m;;0
CABO FRIO;6500-7000 m;;0
CABO FRIO;7000-7500 m;;0
CABO FRIO;7500-8000 m;;0
CABO FRIO;8000-8500 m;;0
CABO FRIO;8500-9000 m;;0
CABO FRIO;9000-9500 m;;0
CABO FRIO;9500-10000 m;;0
CABO FRIO;10000-10500 m;;0
CABO FRIO;10500-11000 m;;0
CABO FRIO;11000-11500 m;;0
CABO FRIO;11500-12000 m;;0
CABO FRIO;12000-12500 m;;0
CABO FRIO;12500-13000 m;;0
CABO FRIO;13000-13500 m;;0
CABO FRIO;13500-14000 m;;0
CABO FRIO;14000-14500 m;;0
CABO FRIO;14500-15000 m;;0
CABO FRIO;15000-15500 m;;0
CABO FRIO;15500-16000 m;;0
CABO FRIO;16000-16500 m;;0
CABO FRIO;16500-17000 m;;0
CABO FRIO;17000-17500 m;;0
CABO FRIO;17500-18000 m;;0
CABO FRIO;18000-18500 m;;0
CABO FRIO;18500-19000 m;;0
CABO FRIO;19000-19500 m;;0
CABO FRIO;19500-20000 m;;0
CABO FRIO;20000-20500 m;;0
CABO FRIO;20500-21000 m;;0
CABO FRIO;21000-21500 m;;0
CABO FRIO;21500-22000 m;;0
CABO FRIO;22000-22500 m;;0
CABO FRIO;22500-23000 m;;0
CABO FRIO;23000-23500 m;;0
CABO FRIO;23500-24000 m;;0
CABO FRIO;24000-24500 m;;0
CABO FRIO;24500-25000 m;;0
CABO FRIO;25000-25500 m;;0
CABO FRIO;25500-26000 m;;0
CABO FRIO;26000-26500 m;;0
CABO FRIO;26500-27000 m;;0
CABO FRIO;27000-27500 m;;0
CABO FRIO;27500-28000 m;;0
CABO FRIO;28000-28500 m;;0
CABO FRIO;28500-29000 m;;0
CABO FRIO;29000-29500 m;;0
CABO FRIO;29500-30000 m;;0
CABO FRIO;30000-30500 m;;0
CABO FRIO;30500-31000 m;;0
CABO FRIO;31000-31500 m;;0
CABO FRIO;31500-32000 m;;0
CABO FRIO;32000-32500 m;;0
CABO FRIO;32500-33000 m;;0
CABO FRIO;33000-33500 m;;0
CABO FRIO;33500-34000 m;;0
CABO FRIO;34000-34500 m;;0
CABO FRIO;34500-35000 m;;0
CABO FRIO;35000-35500 m;;0
CABO FRIO;35500-36000 m;;0
CABO FRIO;36000-36500 m;;0
CABO FRIO;36500-37000 m;;0
CABO FRIO;37000-37500 m;;0
CABO FRIO;37500-38000 m;;0
CABO FRIO;38000-38500 m;;0
CABO FRIO;38500-39000 m;;0
CABO FRIO;39000-39500 m;;0
CABO FRIO;39500-40000 m;;0
CABO FRIO;40000-40500 m;;0
CABO FRIO;40500-41000 m;;0
CABO FRIO;41000-41500 m;;0
CABO FRIO;41500-42000 m;;0
CABO FRIO;42000-42500 m;;0
CABO FRIO;42500-43000 m;;0
CABO FRIO;43000-43500 m;;0
CABO FRIO;43500-44000 m;;0
CABO FRIO;44000-44500 m;;0
CABO FRIO;44500-45000 m;;0
CABO FRIO;45000-45500 m;;0
CABO FRIO;45500-46000 m;;0
CABO FRIO;46000-46500 m;;0
CABO FRIO;46500-47000 m;;0
CABO FRIO;47000-47500 m;;0
CABO FRIO;47500-48000 m;;0
CABO FRIO;48000-48500 m;;0
CABO FRIO;48500-49000 m;;0
CABO FRIO;49000-49500 m;;0
CABO FRIO;49500-50000 m;;0
CABO FRIO;50000-50500 m;;0
CABO FRIO;50500-51000 m;;0
CABO FRIO;51000-51500 m;;0
CABO FRIO;51500-52000 m;;0
CABO FRIO;52000-52500 m;;0
CABO FRIO;52500-53000 m;;0
CABO FRIO;53000-53500 m;;0
CABO FRIO;53500-54000 m;;0
CABO FRIO;54000-54500 m;;0
CABO FRIO;54500-55000 m;;0
CABO FRIO;55000-55500 m;;0
CABO FRIO;55500-56000 m;;0
CABO FRIO;56000-56500 m;;0
CABO FRIO;56500-57000 m;;0
CABO FRIO;57000-57500 m;;0
CABO FRIO;57500-58000 m;;0
CABO FRIO;58000-58500 m;;0
CABO FRIO;58500-59000 m;;0
CABO FRIO;59000-59500 m;;0
CABO FRIO;59500-60000 m;;0
CABO FRIO;60000-60500 m;;0
CABO FRIO;60500-61000 m;;0
CABO FRIO;61000-61500 m;;0
CABO FRIO;61500-62000 m;;0
CABO FRIO;62000-62500 m;;0
CABO FRIO;62500-63000 m;;0
CABO FRIO;63000-63500 m;;0
CABO FRIO;63500-64000 m;;0
CABO FRIO;64000-64500 m;;0
CABO FRIO;64500-65000 m;;0
CABO FRIO;65000-65500 m;;0
CABO FRIO;65500-66000 m;;0
CABO FRIO;66000-66500 m;;0
CABO FRIO;66500-67000 m;;0
CABO FRIO;67000-67500 m;;0
CABO FRIO;67500-68000 m;;0
CABO FRIO;68000-68500 m;;0
CABO FRIO;68500-69000 m;;0
CABO FRIO;69000-69500 m;;0
CABO FRIO;69500-70000 m;;0
CABO FRIO;70000-70500 m;;0
CABO FRIO;70500-71000 m;;0
CABO FRIO;71000-71500 m;;0
CABO FRIO;71500-72000 m;;0
CABO FRIO;72000-72500 m;;0
CABO FRIO;72500-73000 m;;0
CABO FRIO;73000-73500 m;;0
CABO FRIO;73500-74000 m;;0
CABO FRIO;74000-74500 m;;0
CABO FRIO;74500-75000 m;;0
CABO FRIO;75000-75500 m;;0
CABO FRIO;75500-76000 m;;0
CABO FRIO;76000-76500 m;;0
CABO FRIO;76500-77000 m;;0
CABO FRIO;77000-77500 m;;0
CABO FRIO;77500-78000 m;;0
CABO FRIO;78000-78500 m;;0
CABO FRIO;78500-79000 m;;0
CABO FRIO;79000-79500 m;;0
CABO FRIO;79500-80000 m;;0
CABO FRIO;80000-80500 m;;0
CABO FRIO;80500-81000 m;;0
CABO FRIO;81000-81500 m;;0
CABO FRIO;81500-82000 m;;0
CABO FRIO;82000-82500 m;;0
CABO FRIO;82500-83000 m;;0
CABO FRIO;83000-83500 m;;0
CABO FRIO;83500-84000 m;;0
CABO FRIO;84000-84500 m;;0
CABO FRIO;84500-85000 m;;0
CABO FRIO;85000-85500 m;;0
CABO FRIO;85500-86000 m;;0
CABO FRIO;86000-86500 m;;0
CABO FRIO;86500-87000 m;;0
CABO FRIO;87000-87500 m;;0
CABO FRIO;87500-88000 m;;0
CABO FRIO;88000-88500 m;;0
CABO FRIO;88500-89000 m;;0
CABO FRIO;89000-89500 m;;0
CABO FRIO;89500-90000 m;;0
CABO FRIO;90000-90500 m;;0
CABO FRIO;90500-91000 m;;0
CABO FRIO;91000-91500 m;;0
CABO FRIO;91500-92000 m;;0
CABO FRIO;92000-92500 m;;0
CABO FRIO;92500-93000 m;;0
CABO FRIO;93000-93500 m;;0
CABO FRIO;93500-94000 m;;0
CABO FRIO;94000-94500 m;;0
CABO FRIO;94500-95000 m;;0
CABO FRIO;95000-95500 m;;0
CABO FRIO;95500-96000 m;;0
CABO FRIO;96000-96500 m;;0
CABO FRIO;96500-97000 m;;0
CABO FRIO;97000-97500 m;;0
CABO FRIO;97500-98000 m;;0
CABO FRIO;98000-98500 m;;0
CABO FRIO;98500-99000 m;;0
CABO FRIO;99000-99500 m;;0
CABO FRIO;99500-100000 m;;0
CABO FRIO;100000-100500 m;;0
CABO FRIO;100500-101000 m;;0
CABO FRIO;101000-101500 m;;0
CABO FRIO;101500-102000 m;;0
CABO FRIO;102000-102500 m;;0
CABO FRIO;102500-103000 m;;0
CABO FRIO;103000-103500 m;;0
CABO FRIO;103500-104000 m;;0
CABO FRIO;104000-104500 m;;0
CABO FRIO;104500-105000 m;;0
CABO FRIO;105000-105500 m;;0
CABO FRIO;105500-106000 m;;0
CABO FRIO;106000-106500 m;;0
CABO FRIO;106500-107000 m;;0
CABO FRIO;107000-107500 m;;0
CABO FRIO;107500-108000 m;;0
CABO FRIO;108000-108500 m;;0
CABO FRIO;108500-109000 m;;0
CABO FRIO;109000-109500 m;;0
CABO FRIO;109500-110000 m;;0
CABO FRIO;110000-110500 m;;0
CABO FRIO;110500-111000 m;;0
CABO FRIO;111000-111500 m;;0
CABO FRIO;111500-112000 m;;0
CABO FRIO;112000-112500 m;;0
CABO FRIO;112500-113000 m;;0
CABO FRIO;113000-113500 m;;0
CABO FRIO;113500-114000 m;;0
CABO FRIO;114000-114500 m;;0
CABO FRIO;114500-115000 m;;0
CABO FRIO;115000-115500 m;;0
CABO FRIO;115500-116000 m;;0
CABO FRIO;116000-116500 m;;0
CABO FRIO;116500-117000 m;;0
CABO FRIO;117000-117500 m;;0
CABO FRIO;117500-118000 m;;0
CABO FRIO;118000-118500 m;;0
CABO FRIO;118500-119000 m;;0
CABO FRIO;119000-119500 m;;0
CABO FRIO;119500-120000 m;;0
CABO FRIO;120000-120500 m;;0
CABO FRIO;120500-121000 m;;0
CABO FRIO;121000-121500 m;;0
CABO FRIO;121500-122000 m;;0
CABO FRIO;122000-122500 m;;0
CABO FRIO;122500-123000 m;;0
CABO FRIO;123000-123500 m;;0
CABO FRIO;123500-124000 m;;0
CABO FRIO;124000-124500 m;;0
CABO FRIO;124500-125000 m;;0
CABO FRIO;125000-125500 m;;0
CABO FRIO;125500-126000 m;;0
CABO FRIO;126000-126500 m;;0
CABO FRIO;126500-127000 m;;0
CABO FRIO;127000-127500 m;;0
CABO FRIO;127500-128000 m;;0
CABO FRIO;128000-128500 m;;0
CABO FRIO;128500-129000 m;;0
CABO FRIO;129000-129500 m;;0
CABO FRIO;129500-130000 m;;0
CABO FRIO;130000-130500 m;;0
CABO FRIO;130500-131000 m;;0
CABO FRIO;131000-131500 m;;0
CABO FRIO;131500-132000 m;;0
CABO FRIO;132000-132500 m;;0
CABO FRIO;132500-133000 m;;0
CABO FRIO;133000-133500 m;;0
CABO FRIO;133500-134000 m;;0
CABO FRIO;134000-134500 m;;0
CABO FRIO;134500-135000 m;;0
CABO FRIO;135000-135500 m;;0
CABO FRIO;135500-136000 m;;0
CABO FRIO;136000-136500 m;;0
CABO FRIO;136500-137000 m;;0
CABO FRIO;137000-137500 m;;0
CABO FRIO;137500-138000 m;;0
CABO FRIO;138000-138500 m;;0
CABO FRIO;138500-139000 m;;0
CABO FRIO;139000-139500 m;;0
CABO FRIO;139500-140000 m;;0
CABO FRIO;140000-140500 m;;0
CABO FRIO;140500-141000 m;;0
CABO FRIO;141000-141500 m;;0
CABO FRIO;141500-142000 m;;0
CABO FRIO;142000-142500 m;;0
CABO FRIO;142500-143000 m;;0
CABO FRIO;143000-143500 m;;0
CABO FRIO;143500-144000 m;;0
CABO FRIO;144000-144500 m;;0
CABO FRIO;144500-145000 m;;0
CABO FRIO;145000-145500 m;;0
CABO FRIO;145500-146000 m;;0
CABO FRIO;146000-146500 m;;0
CABO FRIO;146500-147000 m;;0
CABO FRIO;147000-147500 m;;0
CABO FRIO;147500-148000 m;;0
CABO FRIO;148000-148500 m;;0
CABO FRIO;148500-149000 m;;0
CABO FRIO;149000-149500 m;;0
CABO FRIO;149500-150000 m;;0
CABO FRIO;150000-150500 m;;0
CABO FRIO;150500-151000 m;;0
CABO FRIO;151000-151500 m;;0
CABO FRIO;151500-152000 m;;0
CABO FRIO;152000-152500 m;;0
CABO FRIO;152500-153000 m;;0
CABO FRIO;153000-153500 m;;0
CABO FRIO;153500-154000 m;;0
CABO FRIO;154000-154500 m;;0
CABO FRIO;154500-155000 m;;0
CABO FRIO;155000-155500 m;;0
CABO FRIO;155500-156000 m;;0
CABO FRIO;156000-156500 m;;0
CABO FRIO;156500-157000 m;;0
CABO FRIO;157000-157500 m;;0
CABO FRIO;157500-158000 m;;0
CABO FRIO;158000-158500 m;;0
CABO FRIO;158500-159000 m;;0
CABO FRIO;159000-159500 m;;0
CABO FRIO;159500-160000 m;;0
CABO FRIO;160000-160500 m;;0
CABO FRIO;160500-161000 m;;0
CABO FRIO;161000-161500 m;;0
CABO FRIO;161500-162000 m;;0
CABO FRIO;162000-162500 m;;0
CABO FRIO;162500-163000 m;;0
CABO FRIO;163000-163500 m;;0
CABO FRIO;163500-164000 m;;0
CABO FRIO;164000-164500 m;;0
CABO FRIO;164500-165000 m;;0
CABO FRIO;165000-165500 m;;0
CABO FRIO;165500-166000 m;;0
CABO FRIO;166000-166500 m;;0
CABO FRIO;166500-167000 m;;0
CABO FRIO;167000-167500 m;;0
CABO FRIO;167500-168000 m;;0
CABO FRIO;168000-168500 m;;0
CABO FRIO;168500-169000 m;;0
CABO FRIO;169000-169500 m;;0
CABO FRIO;169500-170000 m;;0
CABO FRIO;170000-170500 m;;0
CABO FRIO;170500-171000 m;;0
CABO FRIO;171000-171500 m;;0
CABO FRIO;171500-172000 m;;0
CABO FRIO;172000-172500 m;;0
CABO FRIO;172500-173000 m;;0
CABO FRIO;173000-173500 m;;0
CABO FRIO;173500-174000 m;;0
CABO FRIO;174000-174500 m;;0
CABO FRIO;174500-175000 m;;0
CABO FRIO;175000-175500 m;;0
CABO FRIO;175500-176000 m;;0
CABO FRIO;176000-176500 m;;0
CABO FRIO;176500-177000 m;;0
CABO FRIO;177000-177500 m;;0
CABO FRIO;177500-178000 m;;0
CABO FRIO;178000-178500 m;;0
CABO FRIO;178500-179000 m;;0
CABO FRIO;179000-179500 m;;0
CABO FRIO;179500-180000 m;;0
CABO FRIO;180000-180500 m;;0
CABO FRIO;180500-181000 m;;0
CABO FRIO;181000-181500 m;;0
CABO FRIO;181500-182000 m;;0
CABO FRIO;182000-182500 m;;0
CABO FRIO;182500-183000 m;;0
CABO FRIO;183000-183500 m;;0
CABO FRIO;183500-184000 m;;0
CABO FRIO;184000-184500 m;;0
CABO FRIO;184500-185000 m;;0
CABO FRIO;185000-185500 m;;0
CABO FRIO;185500-186000 m;;0
CABO FRIO;186000-186500 m;;0
CABO FRIO;186500-187000 m;;0
CABO FRIO;187000-187500 m;;0
CABO FRIO;187500-188000 m;;0
CABO FRIO;188000-188500 m;;0
CABO FRIO;188500-189000 m;;0
CABO FRIO;189000-189500 m;;0
CABO FRIO;189500-190000 m;;0
CABO FRIO;190000-190500 m;;0
CABO FRIO;190500-191000 m;;0
CABO FRIO;191000-191500 m;;0
CABO FRIO;191500-192000 m;;0
CABO FRIO;192000-192500 m;;0
CABO FRIO;192500-193000 m;;0
CABO FRIO;193000-193500 m;;0
CABO FRIO;193500-194000 m;;0
CABO FRIO;194000-194500 m;;0
CABO FRIO;194500-195000 m;;0
CABO FRIO;195000-195500 m;;0
CABO FRIO;195500-196000 m;;0
CABO FRIO;196000-196500 m;;0
CABO FRIO;196500-197000 m;;0
CABO FRIO;197000-197500 m;;0
CABO FRIO;197500-198000 m;;0
CABO FRIO;198000-198500 m;;0
CABO FRIO;198500-199000 m;;0
CABO FRIO;199000-199500 m;;0
CABO FRIO;199500-200000 m;;0
CABO FRIO;200000-200500 m;;0
CABO FRIO;200500-201000 m;;0
CABO FRIO;201000-201500 m;;0
CABO FRIO;201500-202000 m;;0
CABO FRIO;202000-202500 m;;0
CABO FRIO;202500-203000 m;;0
CABO FRIO;203000-203500 m;;0
CABO FRIO;203500-204000 m;;0
CABO FRIO;204000-204500 m;;0
CABO FRIO;204500-205000 m;;0
CABO FRIO;205000-205500 m;;0
CABO FRIO;205500-206000 m;;0
CABO FRIO;206000-206500 m;;0
CABO FRIO;206500-207000 m;;0
CABO FRIO;207000-207500 m;;0
CABO FRIO;207500-208000 m;;0
CABO FRIO;208000-208500 m;;0
CABO FRIO;208500-209000 m;;0
CABO FRIO;209000-209500 m;;0
CABO FRIO;209500-210000 m;;0
CABO FRIO;210000-210500 m;;0
CABO FRIO;210500-211000 m;;0
CABO FRIO;211000-211500 m;;0
CABO FRIO;211500-212000 m;;0
CABO FRIO;212000-212500 m;;0
CABO FRIO;212500-213000 m;;0
CABO FRIO;213000-213500 m;;0
CABO FRIO;213500-214000 m;;0
CABO FRIO;214000-214500 m;;0
CABO FRIO;214500-215000 m;;0
CABO FRIO;215000-215500 m;;0
CABO FRIO;215500-216000 m;;0
CABO FRIO;216000-216500 m;;0
CABO FRIO;216500-217000 m;;0
CABO FRIO;217000-217500 m;;0
CABO FRIO;217500-218000 m;;0
CABO FRIO;218000-218500 m;;0
CABO FRIO;218500-219000 m;;0
CABO FRIO;219000-219500 m;;0
CABO FRIO;219500-220000 m;;0
CABO FRIO;220000-220500 m;;0
CABO FRIO;220500-221000 m;;0
CABO FRIO;221000-221500 m;;0
CABO FRIO;221500-222000 m;;0
CABO FRIO;222000-222500 m;;0
CABO FRIO;222500-223000 m;;0
CABO FRIO;223000-223500 m;;0
CABO FRIO;223500-224000 m;;0
CABO FRIO;224000-224500 m;;0
CABO FRIO;224500-225000 m;;0
CABO FRIO;225000-225500 m;;0
CABO FRIO;225500-226000 m;;0
CABO FRIO;226000-226500 m;;0
CABO FRIO;226500-227000 m;;0
CABO FRIO;227000-227500 m;;0
CABO FRIO;227500-228000 m;;0
CABO FRIO;228000-228500 m;;0
CABO FRIO;228500-229000 m;;0
CABO FRIO;229000-229500 m;;0
CABO FRIO;229500-230000 m;;0
CABO FRIO;230000-230500 m;;0
CABO FRIO;230500-231000 m;;0
CABO FRIO;231000-231500 m;;0
CABO FRIO;231500-232000 m;;0
CABO FRIO;232000-232500 m;;0
CABO FRIO;232500-233000 m;;0
CABO FRIO;233000-233500 m;;0
CABO FRIO;233500-234000 m;;0
CABO FRIO;234000-234500 m;;0
CABO FRIO;234500-235000 m;;0
CABO FRIO;235000-235500 m;;0
CABO FRIO;235500-236000 m;;0
CABO FRIO;236000-236500 m;;0
CABO FRIO;236500-237000 m;;0
CAMPOS;0-500 m;18.23;1160
CAMPOS;500-1000 m;1.93;205
CAMPOS;1000-1500 m;1.59;98
CAMPOS;1500-2000 m;1.15;85
CAMPOS;2000-2500 m;1.26;49
CAMPOS;2500-3000 m;1.18;38
CAMPOS;3000-3500 m;0.83;36
CAMPOS;3500-4000 m;0.5;25
CAMPOS;4000-4500 m;0.55;12
CAMPOS;4500-5000 m;0.51;12
CAMPOS;5000-5500 m;0.84;6
CAMPOS;5500-6000 m;1.42;11
CAMPOS;6000-6500 m;1.47;11
CAMPOS;6500-7000 m;1.08;3
CAMPOS;7000-7500 m;1.15;8
CAMPOS;7500-8000 m;1.46;1
CAMPOS;8000-8500 m;1.29;13
CAMPOS;8500-9000 m;0.25;1
CAMPOS;9000-9500 m;1.71;11
CAMPOS;9500-10000 m;1.22;10
CAMPOS;10000-10500 m;1.21;11
CAMPOS;10500-11000 m;;0
CAMPOS;11000-11500 m;1.97;5
CAMPOS;11500-12000 m;0.96;4
CAMPOS;12000-12500 m;1.38;9
CAMPOS;12500-13000 m;1.67;7
CAMPOS;13000-13500 m;1.67;3
CAMPOS;13500-14000 m;1.34;9
CAMPOS;14000-14500 m;1.7;7
CAMPOS;14500-15000 m;0.43;4
CAMPOS;15000-15500 m;;0
CAMPOS;15500-16000 m;1.39;2
CAMPOS;16000-16500 m;;0
CAMPOS;16500-17000 m;;0
CAMPOS;17000-17500 m;1.56;3
CAMPOS;17500-18000 m;1.79;2
CAMPOS;18000-18500 m;1.59;4
CAMPOS;18500-19000 m;1.07;3
CAMPOS;19000-19500 m;1.02;2
CAMPOS;19500-20000 m;;0
CAMPOS;20000-20500 m;;0
CAMPOS;20500-21000 m;;0
CAMPOS;21000-21500 m;;0
CAMPOS;21500-22000 m;1.38;1
CAMPOS;22000-22500 m;;0
CAMPOS;22500-23000 m;1.01;2
CAMPOS;23000-23500 m;2.16;1
CAMPOS;23500-24000 m;2.81;1
CAMPOS;24000-24500 m;2.59;1
CAMPOS;24500-25000 m;2.59;2
CAMPOS;25000-25500 m;2.61;3
CAMPOS;25500-26000 m;3.95;2
CAMPOS;26000-26500 m;;0
CAMPOS;26500-27000 m;;0
CAMPOS;27000-27500 m;2.32;1
CAMPOS;27500-28000 m;2.08;1
CAMPOS;28000-28500 m;1.36;1
CAMPOS;28500-29000 m;0.76;4
CAMPOS;29000-29500 m;1.71;1
CAMPOS;29500-30000 m;1.73;1
CAMPOS;30000-30500 m;;0
CAMPOS;30500-31000 m;1.69;2
CAMPOS;31000-31500 m;;0
CAMPOS;31500-32000 m;2.34;3
CAMPOS;32000-32500 m;3.03;1
CAMPOS;32500-33000 m;1.98;3
CAMPOS;33000-33500 m;2.41;2
CAMPOS;33500-34000 m;2.36;2
CAMPOS;34000-34500 m;2.15;2
CAMPOS;34500-35000 m;1.44;7
CAMPOS;35000-35500 m;1.35;1
CAMPOS;35500-36000 m;1.36;4
CAMPOS;36000-36500 m;1.38;2
CAMPOS;36500-37000 m;1.63;2
CAMPOS;37000-37500 m;1.78;3
CAMPOS;37500-38000 m;0.96;1
CAMPOS;38000-38500 m;1.77;3
CAMPOS;38500-39000 m;1.49;3
