Polo;Equipe;Tipo_Equipe;Ordem_Visita;ID_Servico;Valor_Divida;Tempo_Execucao_Min;KM_Trecho_Estimado;Tempo_Trecho_Estimado_Min;KM_Trecho_Google;Tempo_Trecho_Google_Min;Link_Google_Maps
NITERÓI;Equipe Leve 8;Leve;13;33957047.0;1738.9;28.0;0.09;0.26;0.04;0.17;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9044,-43.0656/-22.9044,-43.0656/-22.9028,-43.0672/-22.9025,-43.0672/-22.9022,-43.0672/-22.9022,-43.0672/-22.9025,-43.0697/-22.9022,-43.0703/-22.9022,-43.0708/-22.9022,-43.0708/-22.9022,-43.0719/-22.9017,-43.0728/-22.9017,-43.0733/-22.9017,-43.0739/-22.9017,-43.0739/-22.9028,-43.0744/-22.9033,-43.0756/-22.9031,-43.0758/-22.9022,-43.0747/-22.9006,-43.0744/-22.9003,-43.07/-22.9017,-43.0664/-22.9039,-43.0658/-22.9042,-43.0656/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 8;Leve;14;34069364.0;612.42;12.0;0.1;0.31;0.0;0.0;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9044,-43.0656/-22.9044,-43.0656/-22.9028,-43.0672/-22.9025,-43.0672/-22.9022,-43.0672/-22.9022,-43.0672/-22.9025,-43.0697/-22.9022,-43.0703/-22.9022,-43.0708/-22.9022,-43.0708/-22.9022,-43.0719/-22.9017,-43.0728/-22.9017,-43.0733/-22.9017,-43.0739/-22.9017,-43.0739/-22.9028,-43.0744/-22.9033,-43.0756/-22.9031,-43.0758/-22.9022,-43.0747/-22.9006,-43.0744/-22.9003,-43.07/-22.9017,-43.0664/-22.9039,-43.0658/-22.9042,-43.0656/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 8;Leve;15;34069362.0;766.23;12.0;0.0;0.0;0.14;0.6;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9044,-43.0656/-22.9044,-43.0656/-22.9028,-43.0672/-22.9025,-43.0672/-22.9022,-43.0672/-22.9022,-43.0672/-22.9025,-43.0697/-22.9022,-43.0703/-22.9022,-43.0708/-22.9022,-43.0708/-22.9022,-43.0719/-22.9017,-43.0728/-22.9017,-43.0733/-22.9017,-43.0739/-22.9017,-43.0739/-22.9028,-43.0744/-22.9033,-43.0756/-22.9031,-43.0758/-22.9022,-43.0747/-22.9006,-43.0744/-22.9003,-43.07/-22.9017,-43.0664/-22.9039,-43.0658/-22.9042,-43.0656/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 8;Leve;16;33802806.0;500.73;12.0;0.23;0.68;0.52;1.72;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9044,-43.0656/-22.9044,-43.0656/-22.9028,-43.0672/-22.9025,-43.0672/-22.9022,-43.0672/-22.9022,-43.0672/-22.9025,-43.0697/-22.9022,-43.0703/-22.9022,-43.0708/-22.9022,-43.0708/-22.9022,-43.0719/-22.9017,-43.0728/-22.9017,-43.0733/-22.9017,-43.0739/-22.9017,-43.0739/-22.9028,-43.0744/-22.9033,-43.0756/-22.9031,-43.0758/-22.9022,-43.0747/-22.9006,-43.0744/-22.9003,-43.07/-22.9017,-43.0664/-22.9039,-43.0658/-22.9042,-43.0656/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 8;Leve;17;34179493.0;458.13;12.0;0.23;0.69;0.14;0.77;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9044,-43.0656/-22.9044,-43.0656/-22.9028,-43.0672/-22.9025,-43.0672/-22.9022,-43.0672/-22.9022,-43.0672/-22.9025,-43.0697/-22.9022,-43.0703/-22.9022,-43.0708/-22.9022,-43.0708/-22.9022,-43.0719/-22.9017,-43.0728/-22.9017,-43.0733/-22.9017,-43.0739/-22.9017,-43.0739/-22.9028,-43.0744/-22.9033,-43.0756/-22.9031,-43.0758/-22.9022,-43.0747/-22.9006,-43.0744/-22.9003,-43.07/-22.9017,-43.0664/-22.9039,-43.0658/-22.9042,-43.0656/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 8;Leve;18;34208724.0;804.0;12.0;0.05;0.15;0.07;0.43;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9044,-43.0656/-22.9044,-43.0656/-22.9028,-43.0672/-22.9025,-43.0672/-22.9022,-43.0672/-22.9022,-43.0672/-22.9025,-43.0697/-22.9022,-43.0703/-22.9022,-43.0708/-22.9022,-43.0708/-22.9022,-43.0719/-22.9017,-43.0728/-22.9017,-43.0733/-22.9017,-43.0739/-22.9017,-43.0739/-22.9028,-43.0744/-22.9033,-43.0756/-22.9031,-43.0758/-22.9022,-43.0747/-22.9006,-43.0744/-22.9003,-43.07/-22.9017,-43.0664/-22.9039,-43.0658/-22.9042,-43.0656/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 8;Leve;19;34073038.0;1668.2;12.0;0.26;0.77;0.33;1.23;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9044,-43.0656/-22.9044,-43.0656/-22.9028,-43.0672/-22.9025,-43.0672/-22.9022,-43.0672/-22.9022,-43.0672/-22.9025,-43.0697/-22.9022,-43.0703/-22.9022,-43.0708/-22.9022,-43.0708/-22.9022,-43.0719/-22.9017,-43.0728/-22.9017,-43.0733/-22.9017,-43.0739/-22.9017,-43.0739/-22.9028,-43.0744/-22.9033,-43.0756/-22.9031,-43.0758/-22.9022,-43.0747/-22.9006,-43.0744/-22.9003,-43.07/-22.9017,-43.0664/-22.9039,-43.0658/-22.9042,-43.0656/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 8;Leve;20;33956933.0;3503.98;28.0;0.31;0.92;0.04;0.1;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9044,-43.0656/-22.9044,-43.0656/-22.9028,-43.0672/-22.9025,-43.0672/-22.9022,-43.0672/-22.9022,-43.0672/-22.9025,-43.0697/-22.9022,-43.0703/-22.9022,-43.0708/-22.9022,-43.0708/-22.9022,-43.0719/-22.9017,-43.0728/-22.9017,-43.0733/-22.9017,-43.0739/-22.9017,-43.0739/-22.9028,-43.0744/-22.9033,-43.0756/-22.9031,-43.0758/-22.9022,-43.0747/-22.9006,-43.0744/-22.9003,-43.07/-22.9017,-43.0664/-22.9039,-43.0658/-22.9042,-43.0656/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 8;Leve;21;34069106.0;2977.11;12.0;0.77;2.3;0.0;0.0;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9044,-43.0656/-22.9044,-43.0656/-22.9028,-43.0672/-22.9025,-43.0672/-22.9022,-43.0672/-22.9022,-43.0672/-22.9025,-43.0697/-22.9022,-43.0703/-22.9022,-43.0708/-22.9022,-43.0708/-22.9022,-43.0719/-22.9017,-43.0728/-22.9017,-43.0733/-22.9017,-43.0739/-22.9017,-43.0739/-22.9028,-43.0744/-22.9033,-43.0756/-22.9031,-43.0758/-22.9022,-43.0747/-22.9006,-43.0744/-22.9003,-43.07/-22.9017,-43.0664/-22.9039,-43.0658/-22.9042,-43.0656/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 8;Leve;22;34272533.0;769.31;12.0;0.68;2.04;0.16;0.63;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9044,-43.0656/-22.9044,-43.0656/-22.9028,-43.0672/-22.9025,-43.0672/-22.9022,-43.0672/-22.9022,-43.0672/-22.9025,-43.0697/-22.9022,-43.0703/-22.9022,-43.0708/-22.9022,-43.0708/-22.9022,-43.0719/-22.9017,-43.0728/-22.9017,-43.0733/-22.9017,-43.0739/-22.9017,-43.0739/-22.9028,-43.0744/-22.9033,-43.0756/-22.9031,-43.0758/-22.9022,-43.0747/-22.9006,-43.0744/-22.9003,-43.07/-22.9017,-43.0664/-22.9039,-43.0658/-22.9042,-43.0656/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 8;Leve;23;34303192.0;4400.54;28.0;0.43;1.29;0.69;1.97;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9044,-43.0656/-22.9044,-43.0656/-22.9028,-43.0672/-22.9025,-43.0672/-22.9022,-43.0672/-22.9022,-43.0672/-22.9025,-43.0697/-22.9022,-43.0703/-22.9022,-43.0708/-22.9022,-43.0708/-22.9022,-43.0719/-22.9017,-43.0728/-22.9017,-43.0733/-22.9017,-43.0739/-22.9017,-43.0739/-22.9028,-43.0744/-22.9033,-43.0756/-22.9031,-43.0758/-22.9022,-43.0747/-22.9006,-43.0744/-22.9003,-43.07/-22.9017,-43.0664/-22.9039,-43.0658/-22.9042,-43.0656/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 8;Leve;24;34302927.0;1826.46;28.0;0.07;0.2;1.34;4.82;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9044,-43.0656/-22.9044,-43.0656/-22.9028,-43.0672/-22.9025,-43.0672/-22.9022,-43.0672/-22.9022,-43.0672/-22.9025,-43.0697/-22.9022,-43.0703/-22.9022,-43.0708/-22.9022,-43.0708/-22.9022,-43.0719/-22.9017,-43.0728/-22.9017,-43.0733/-22.9017,-43.0739/-22.9017,-43.0739/-22.9028,-43.0744/-22.9033,-43.0756/-22.9031,-43.0758/-22.9022,-43.0747/-22.9006,-43.0744/-22.9003,-43.07/-22.9017,-43.0664/-22.9039,-43.0658/-22.9042,-43.0656/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 9;Leve;1;34125710.0;469.73;12.0;1.09;3.26;1.55;4.35;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9011,-43.0608/-22.8967,-43.0589/-22.8928,-43.0556/-22.8922,-43.0533/-22.8833,-43.0539/-22.8822,-43.055/-22.8819,-43.0558/-22.8831,-43.0567/-22.8831,-43.0575/-22.8833,-43.0583/-22.8819,-43.0594/-22.8814,-43.0578/-22.8756,-43.0578/-22.8769,-43.0631/-22.8769,-43.0642/-22.8767,-43.065/-22.8767,-43.0661/-22.8775,-43.0683/-22.8833,-43.0669/-22.8886,-43.0661/-22.8967,-43.0625/-22.8981,-43.0622/-22.9006,-43.0617/-22.9017,-43.0617/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 9;Leve;2;33957025.0;805.37;12.0;0.9;2.69;0.14;0.82;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9011,-43.0608/-22.8967,-43.0589/-22.8928,-43.0556/-22.8922,-43.0533/-22.8833,-43.0539/-22.8822,-43.055/-22.8819,-43.0558/-22.8831,-43.0567/-22.8831,-43.0575/-22.8833,-43.0583/-22.8819,-43.0594/-22.8814,-43.0578/-22.8756,-43.0578/-22.8769,-43.0631/-22.8769,-43.0642/-22.8767,-43.065/-22.8767,-43.0661/-22.8775,-43.0683/-22.8833,-43.0669/-22.8886,-43.0661/-22.8967,-43.0625/-22.8981,-43.0622/-22.9006,-43.0617/-22.9017,-43.0617/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 9;Leve;3;33929851.0;2762.99;28.0;0.93;2.8;0.2;0.68;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9011,-43.0608/-22.8967,-43.0589/-22.8928,-43.0556/-22.8922,-43.0533/-22.8833,-43.0539/-22.8822,-43.055/-22.8819,-43.0558/-22.8831,-43.0567/-22.8831,-43.0575/-22.8833,-43.0583/-22.8819,-43.0594/-22.8814,-43.0578/-22.8756,-43.0578/-22.8769,-43.0631/-22.8769,-43.0642/-22.8767,-43.065/-22.8767,-43.0661/-22.8775,-43.0683/-22.8833,-43.0669/-22.8886,-43.0661/-22.8967,-43.0625/-22.8981,-43.0622/-22.9006,-43.0617/-22.9017,-43.0617/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 9;Leve;4;33958985.0;4616.6;28.0;0.42;1.25;1.42;3.5;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9011,-43.0608/-22.8967,-43.0589/-22.8928,-43.0556/-22.8922,-43.0533/-22.8833,-43.0539/-22.8822,-43.055/-22.8819,-43.0558/-22.8831,-43.0567/-22.8831,-43.0575/-22.8833,-43.0583/-22.8819,-43.0594/-22.8814,-43.0578/-22.8756,-43.0578/-22.8769,-43.0631/-22.8769,-43.0642/-22.8767,-43.065/-22.8767,-43.0661/-22.8775,-43.0683/-22.8833,-43.0669/-22.8886,-43.0661/-22.8967,-43.0625/-22.8981,-43.0622/-22.9006,-43.0617/-22.9017,-43.0617/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 9;Leve;5;34303127.0;1932.71;12.0;1.69;5.06;0.58;1.48;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9011,-43.0608/-22.8967,-43.0589/-22.8928,-43.0556/-22.8922,-43.0533/-22.8833,-43.0539/-22.8822,-43.055/-22.8819,-43.0558/-22.8831,-43.0567/-22.8831,-43.0575/-22.8833,-43.0583/-22.8819,-43.0594/-22.8814,-43.0578/-22.8756,-43.0578/-22.8769,-43.0631/-22.8769,-43.0642/-22.8767,-43.065/-22.8767,-43.0661/-22.8775,-43.0683/-22.8833,-43.0669/-22.8886,-43.0661/-22.8967,-43.0625/-22.8981,-43.0622/-22.9006,-43.0617/-22.9017,-43.0617/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 9;Leve;6;33958999.0;16348.22;28.0;0.28;0.85;2.67;5.08;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9011,-43.0608/-22.8967,-43.0589/-22.8928,-43.0556/-22.8922,-43.0533/-22.8833,-43.0539/-22.8822,-43.055/-22.8819,-43.0558/-22.8831,-43.0567/-22.8831,-43.0575/-22.8833,-43.0583/-22.8819,-43.0594/-22.8814,-43.0578/-22.8756,-43.0578/-22.8769,-43.0631/-22.8769,-43.0642/-22.8767,-43.065/-22.8767,-43.0661/-22.8775,-43.0683/-22.8833,-43.0669/-22.8886,-43.0661/-22.8967,-43.0625/-22.8981,-43.0622/-22.9006,-43.0617/-22.9017,-43.0617/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 9;Leve;7;34152450.0;494.12;12.0;0.15;0.45;0.77;2.72;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9011,-43.0608/-22.8967,-43.0589/-22.8928,-43.0556/-22.8922,-43.0533/-22.8833,-43.0539/-22.8822,-43.055/-22.8819,-43.0558/-22.8831,-43.0567/-22.8831,-43.0575/-22.8833,-43.0583/-22.8819,-43.0594/-22.8814,-43.0578/-22.8756,-43.0578/-22.8769,-43.0631/-22.8769,-43.0642/-22.8767,-43.065/-22.8767,-43.0661/-22.8775,-43.0683/-22.8833,-43.0669/-22.8886,-43.0661/-22.8967,-43.0625/-22.8981,-43.0622/-22.9006,-43.0617/-22.9017,-43.0617/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 9;Leve;8;33958990.0;13600.45;28.0;0.28;0.83;1.25;3.62;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9011,-43.0608/-22.8967,-43.0589/-22.8928,-43.0556/-22.8922,-43.0533/-22.8833,-43.0539/-22.8822,-43.055/-22.8819,-43.0558/-22.8831,-43.0567/-22.8831,-43.0575/-22.8833,-43.0583/-22.8819,-43.0594/-22.8814,-43.0578/-22.8756,-43.0578/-22.8769,-43.0631/-22.8769,-43.0642/-22.8767,-43.065/-22.8767,-43.0661/-22.8775,-43.0683/-22.8833,-43.0669/-22.8886,-43.0661/-22.8967,-43.0625/-22.8981,-43.0622/-22.9006,-43.0617/-22.9017,-43.0617/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 9;Leve;9;33700247.0;661.09;28.0;0.14;0.42;0.13;0.48;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9011,-43.0608/-22.8967,-43.0589/-22.8928,-43.0556/-22.8922,-43.0533/-22.8833,-43.0539/-22.8822,-43.055/-22.8819,-43.0558/-22.8831,-43.0567/-22.8831,-43.0575/-22.8833,-43.0583/-22.8819,-43.0594/-22.8814,-43.0578/-22.8756,-43.0578/-22.8769,-43.0631/-22.8769,-43.0642/-22.8767,-43.065/-22.8767,-43.0661/-22.8775,-43.0683/-22.8833,-43.0669/-22.8886,-43.0661/-22.8967,-43.0625/-22.8981,-43.0622/-22.9006,-43.0617/-22.9017,-43.0617/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 9;Leve;10;34068818.0;474.17;12.0;0.14;0.43;0.1;0.47;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9011,-43.0608/-22.8967,-43.0589/-22.8928,-43.0556/-22.8922,-43.0533/-22.8833,-43.0539/-22.8822,-43.055/-22.8819,-43.0558/-22.8831,-43.0567/-22.8831,-43.0575/-22.8833,-43.0583/-22.8819,-43.0594/-22.8814,-43.0578/-22.8756,-43.0578/-22.8769,-43.0631/-22.8769,-43.0642/-22.8767,-43.065/-22.8767,-43.0661/-22.8775,-43.0683/-22.8833,-43.0669/-22.8886,-43.0661/-22.8967,-43.0625/-22.8981,-43.0622/-22.9006,-43.0617/-22.9017,-43.0617/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 9;Leve;11;34152434.0;281.01;12.0;0.33;0.98;0.51;1.32;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9011,-43.0608/-22.8967,-43.0589/-22.8928,-43.0556/-22.8922,-43.0533/-22.8833,-43.0539/-22.8822,-43.055/-22.8819,-43.0558/-22.8831,-43.0567/-22.8831,-43.0575/-22.8833,-43.0583/-22.8819,-43.0594/-22.8814,-43.0578/-22.8756,-43.0578/-22.8769,-43.0631/-22.8769,-43.0642/-22.8767,-43.065/-22.8767,-43.0661/-22.8775,-43.0683/-22.8833,-43.0669/-22.8886,-43.0661/-22.8967,-43.0625/-22.8981,-43.0622/-22.9006,-43.0617/-22.9017,-43.0617/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 9;Leve;12;33959216.0;7714.18;28.0;0.29;0.88;0.85;3.13;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9011,-43.0608/-22.8967,-43.0589/-22.8928,-43.0556/-22.8922,-43.0533/-22.8833,-43.0539/-22.8822,-43.055/-22.8819,-43.0558/-22.8831,-43.0567/-22.8831,-43.0575/-22.8833,-43.0583/-22.8819,-43.0594/-22.8814,-43.0578/-22.8756,-43.0578/-22.8769,-43.0631/-22.8769,-43.0642/-22.8767,-43.065/-22.8767,-43.0661/-22.8775,-43.0683/-22.8833,-43.0669/-22.8886,-43.0661/-22.8967,-43.0625/-22.8981,-43.0622/-22.9006,-43.0617/-22.9017,-43.0617/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 9;Leve;13;34303559.0;1326.03;12.0;1.1;3.29;1.25;3.1;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9011,-43.0608/-22.8967,-43.0589/-22.8928,-43.0556/-22.8922,-43.0533/-22.8833,-43.0539/-22.8822,-43.055/-22.8819,-43.0558/-22.8831,-43.0567/-22.8831,-43.0575/-22.8833,-43.0583/-22.8819,-43.0594/-22.8814,-43.0578/-22.8756,-43.0578/-22.8769,-43.0631/-22.8769,-43.0642/-22.8767,-43.065/-22.8767,-43.0661/-22.8775,-43.0683/-22.8833,-43.0669/-22.8886,-43.0661/-22.8967,-43.0625/-22.8981,-43.0622/-22.9006,-43.0617/-22.9017,-43.0617/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 9;Leve;14;34017299.0;418.07;12.0;0.96;2.87;1.13;1.98;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9011,-43.0608/-22.8967,-43.0589/-22.8928,-43.0556/-22.8922,-43.0533/-22.8833,-43.0539/-22.8822,-43.055/-22.8819,-43.0558/-22.8831,-43.0567/-22.8831,-43.0575/-22.8833,-43.0583/-22.8819,-43.0594/-22.8814,-43.0578/-22.8756,-43.0578/-22.8769,-43.0631/-22.8769,-43.0642/-22.8767,-43.065/-22.8767,-43.0661/-22.8775,-43.0683/-22.8833,-43.0669/-22.8886,-43.0661/-22.8967,-43.0625/-22.8981,-43.0622/-22.9006,-43.0617/-22.9017,-43.0617/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 9;Leve;15;34303124.0;1290.94;12.0;0.19;0.57;2.58;3.17;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9011,-43.0608/-22.8967,-43.0589/-22.8928,-43.0556/-22.8922,-43.0533/-22.8833,-43.0539/-22.8822,-43.055/-22.8819,-43.0558/-22.8831,-43.0567/-22.8831,-43.0575/-22.8833,-43.0583/-22.8819,-43.0594/-22.8814,-43.0578/-22.8756,-43.0578/-22.8769,-43.0631/-22.8769,-43.0642/-22.8767,-43.065/-22.8767,-43.0661/-22.8775,-43.0683/-22.8833,-43.0669/-22.8886,-43.0661/-22.8967,-43.0625/-22.8981,-43.0622/-22.9006,-43.0617/-22.9017,-43.0617/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 9;Leve;16;33933878.0;6667.24;28.0;0.14;0.43;0.43;1.1;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9011,-43.0608/-22.8967,-43.0589/-22.8928,-43.0556/-22.8922,-43.0533/-22.8833,-43.0539/-22.8822,-43.055/-22.8819,-43.0558/-22.8831,-43.0567/-22.8831,-43.0575/-22.8833,-43.0583/-22.8819,-43.0594/-22.8814,-43.0578/-22.8756,-43.0578/-22.8769,-43.0631/-22.8769,-43.0642/-22.8767,-43.065/-22.8767,-43.0661/-22.8775,-43.0683/-22.8833,-43.0669/-22.8886,-43.0661/-22.8967,-43.0625/-22.8981,-43.0622/-22.9006,-43.0617/-22.9017,-43.0617/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 9;Leve;17;34069098.0;1780.2;12.0;0.19;0.57;0.15;0.32;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9011,-43.0608/-22.8967,-43.0589/-22.8928,-43.0556/-22.8922,-43.0533/-22.8833,-43.0539/-22.8822,-43.055/-22.8819,-43.0558/-22.8831,-43.0567/-22.8831,-43.0575/-22.8833,-43.0583/-22.8819,-43.0594/-22.8814,-43.0578/-22.8756,-43.0578/-22.8769,-43.0631/-22.8769,-43.0642/-22.8767,-43.065/-22.8767,-43.0661/-22.8775,-43.0683/-22.8833,-43.0669/-22.8886,-43.0661/-22.8967,-43.0625/-22.8981,-43.0622/-22.9006,-43.0617/-22.9017,-43.0617/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 9;Leve;18;33931757.0;3806.57;28.0;0.41;1.24;0.63;2.38;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9011,-43.0608/-22.8967,-43.0589/-22.8928,-43.0556/-22.8922,-43.0533/-22.8833,-43.0539/-22.8822,-43.055/-22.8819,-43.0558/-22.8831,-43.0567/-22.8831,-43.0575/-22.8833,-43.0583/-22.8819,-43.0594/-22.8814,-43.0578/-22.8756,-43.0578/-22.8769,-43.0631/-22.8769,-43.0642/-22.8767,-43.065/-22.8767,-43.0661/-22.8775,-43.0683/-22.8833,-43.0669/-22.8886,-43.0661/-22.8967,-43.0625/-22.8981,-43.0622/-22.9006,-43.0617/-22.9017,-43.0617/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 9;Leve;19;33335733.0;79.88;12.0;1.12;3.37;0.08;0.33;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9011,-43.0608/-22.8967,-43.0589/-22.8928,-43.0556/-22.8922,-43.0533/-22.8833,-43.0539/-22.8822,-43.055/-22.8819,-43.0558/-22.8831,-43.0567/-22.8831,-43.0575/-22.8833,-43.0583/-22.8819,-43.0594/-22.8814,-43.0578/-22.8756,-43.0578/-22.8769,-43.0631/-22.8769,-43.0642/-22.8767,-43.065/-22.8767,-43.0661/-22.8775,-43.0683/-22.8833,-43.0669/-22.8886,-43.0661/-22.8967,-43.0625/-22.8981,-43.0622/-22.9006,-43.0617/-22.9017,-43.0617/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 9;Leve;20;34069336.0;2662.31;12.0;1.01;3.03;0.44;1.77;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9011,-43.0608/-22.8967,-43.0589/-22.8928,-43.0556/-22.8922,-43.0533/-22.8833,-43.0539/-22.8822,-43.055/-22.8819,-43.0558/-22.8831,-43.0567/-22.8831,-43.0575/-22.8833,-43.0583/-22.8819,-43.0594/-22.8814,-43.0578/-22.8756,-43.0578/-22.8769,-43.0631/-22.8769,-43.0642/-22.8767,-43.065/-22.8767,-43.0661/-22.8775,-43.0683/-22.8833,-43.0669/-22.8886,-43.0661/-22.8967,-43.0625/-22.8981,-43.0622/-22.9006,-43.0617/-22.9017,-43.0617/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 9;Leve;21;33957638.0;3070.13;12.0;1.65;4.96;0.38;1.58;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9011,-43.0608/-22.8967,-43.0589/-22.8928,-43.0556/-22.8922,-43.0533/-22.8833,-43.0539/-22.8822,-43.055/-22.8819,-43.0558/-22.8831,-43.0567/-22.8831,-43.0575/-22.8833,-43.0583/-22.8819,-43.0594/-22.8814,-43.0578/-22.8756,-43.0578/-22.8769,-43.0631/-22.8769,-43.0642/-22.8767,-43.065/-22.8767,-43.0661/-22.8775,-43.0683/-22.8833,-43.0669/-22.8886,-43.0661/-22.8967,-43.0625/-22.8981,-43.0622/-22.9006,-43.0617/-22.9017,-43.0617/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 9;Leve;22;34246052.0;1201.41;12.0;0.27;0.81;2.32;3.98;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9011,-43.0608/-22.8967,-43.0589/-22.8928,-43.0556/-22.8922,-43.0533/-22.8833,-43.0539/-22.8822,-43.055/-22.8819,-43.0558/-22.8831,-43.0567/-22.8831,-43.0575/-22.8833,-43.0583/-22.8819,-43.0594/-22.8814,-43.0578/-22.8756,-43.0578/-22.8769,-43.0631/-22.8769,-43.0642/-22.8767,-43.065/-22.8767,-43.0661/-22.8775,-43.0683/-22.8833,-43.0669/-22.8886,-43.0661/-22.8967,-43.0625/-22.8981,-43.0622/-22.9006,-43.0617/-22.9017,-43.0617/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 9;Leve;23;33957433.0;5282.5;28.0;0.48;1.44;0.4;1.3;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9011,-43.0608/-22.8967,-43.0589/-22.8928,-43.0556/-22.8922,-43.0533/-22.8833,-43.0539/-22.8822,-43.055/-22.8819,-43.0558/-22.8831,-43.0567/-22.8831,-43.0575/-22.8833,-43.0583/-22.8819,-43.0594/-22.8814,-43.0578/-22.8756,-43.0578/-22.8769,-43.0631/-22.8769,-43.0642/-22.8767,-43.065/-22.8767,-43.0661/-22.8775,-43.0683/-22.8833,-43.0669/-22.8886,-43.0661/-22.8967,-43.0625/-22.8981,-43.0622/-22.9006,-43.0617/-22.9017,-43.0617/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 9;Leve;24;34303250.0;665.09;28.0;0.21;0.62;0.15;0.53;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9011,-43.0608/-22.8967,-43.0589/-22.8928,-43.0556/-22.8922,-43.0533/-22.8833,-43.0539/-22.8822,-43.055/-22.8819,-43.0558/-22.8831,-43.0567/-22.8831,-43.0575/-22.8833,-43.0583/-22.8819,-43.0594/-22.8814,-43.0578/-22.8756,-43.0578/-22.8769,-43.0631/-22.8769,-43.0642/-22.8767,-43.065/-22.8767,-43.0661/-22.8775,-43.0683/-22.8833,-43.0669/-22.8886,-43.0661/-22.8967,-43.0625/-22.8981,-43.0622/-22.9006,-43.0617/-22.9017,-43.0617/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 10;Leve;1;34273922.0;1170.43;12.0;0.33;1.0;N/A;N/A;N/A
NITERÓI;Equipe Leve 10;Leve;2;34303578.0;662.65;12.0;0.0;0.0;N/A;N/A;N/A
