Polo;Equipe;Tipo_Equipe;Ordem_Visita;ID_Servico;Valor_Divida;Tempo_Execucao_Min;KM_Trecho_Estimado;Tempo_Trecho_Estimado_Min;KM_Trecho_Google;Tempo_Trecho_Google_Min;Link_Google_Maps
NITERÓI;Equipe Leve 4;Leve;4;34251026.0;205.29;12.0;3.75;11.26;1.43;3.7;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8817,-43.0744/-22.8803,-43.0731/-22.8806,-43.0747/-22.8669,-43.0903/-22.8631,-43.0894/-22.8636,-43.0911/-22.8631,-43.0947/-22.8625,-43.0978/-22.8636,-43.0964/-22.8692,-43.0931/-22.8706,-43.095/-22.8706,-43.0972/-22.8719,-43.0983/-22.8756,-43.0958/-22.8797,-43.0958/-22.8833,-43.0944/-22.8811,-43.0928/-22.8808,-43.0925/-22.8833,-43.0897/-22.8808,-43.0875/-22.8839,-43.0839/-22.8825,-43.0786/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 4;Leve;5;34291818.0;649.34;12.0;0.74;2.21;1.21;2.23;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8817,-43.0744/-22.8803,-43.0731/-22.8806,-43.0747/-22.8669,-43.0903/-22.8631,-43.0894/-22.8636,-43.0911/-22.8631,-43.0947/-22.8625,-43.0978/-22.8636,-43.0964/-22.8692,-43.0931/-22.8706,-43.095/-22.8706,-43.0972/-22.8719,-43.0983/-22.8756,-43.0958/-22.8797,-43.0958/-22.8833,-43.0944/-22.8811,-43.0928/-22.8808,-43.0925/-22.8833,-43.0897/-22.8808,-43.0875/-22.8839,-43.0839/-22.8825,-43.0786/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 4;Leve;6;34304222.0;2430.56;12.0;0.31;0.93;1.16;3.43;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8817,-43.0744/-22.8803,-43.0731/-22.8806,-43.0747/-22.8669,-43.0903/-22.8631,-43.0894/-22.8636,-43.0911/-22.8631,-43.0947/-22.8625,-43.0978/-22.8636,-43.0964/-22.8692,-43.0931/-22.8706,-43.095/-22.8706,-43.0972/-22.8719,-43.0983/-22.8756,-43.0958/-22.8797,-43.0958/-22.8833,-43.0944/-22.8811,-43.0928/-22.8808,-43.0925/-22.8833,-43.0897/-22.8808,-43.0875/-22.8839,-43.0839/-22.8825,-43.0786/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 4;Leve;7;34303309.0;7792.86;28.0;0.63;1.9;0.36;1.47;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8817,-43.0744/-22.8803,-43.0731/-22.8806,-43.0747/-22.8669,-43.0903/-22.8631,-43.0894/-22.8636,-43.0911/-22.8631,-43.0947/-22.8625,-43.0978/-22.8636,-43.0964/-22.8692,-43.0931/-22.8706,-43.095/-22.8706,-43.0972/-22.8719,-43.0983/-22.8756,-43.0958/-22.8797,-43.0958/-22.8833,-43.0944/-22.8811,-43.0928/-22.8808,-43.0925/-22.8833,-43.0897/-22.8808,-43.0875/-22.8839,-43.0839/-22.8825,-43.0786/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 4;Leve;8;29038116.0;657.87;12.0;0.55;1.66;0.74;3.83;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8817,-43.0744/-22.8803,-43.0731/-22.8806,-43.0747/-22.8669,-43.0903/-22.8631,-43.0894/-22.8636,-43.0911/-22.8631,-43.0947/-22.8625,-43.0978/-22.8636,-43.0964/-22.8692,-43.0931/-22.8706,-43.095/-22.8706,-43.0972/-22.8719,-43.0983/-22.8756,-43.0958/-22.8797,-43.0958/-22.8833,-43.0944/-22.8811,-43.0928/-22.8808,-43.0925/-22.8833,-43.0897/-22.8808,-43.0875/-22.8839,-43.0839/-22.8825,-43.0786/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 4;Leve;9;34302916.0;830.04;28.0;0.32;0.96;0.51;2.93;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8817,-43.0744/-22.8803,-43.0731/-22.8806,-43.0747/-22.8669,-43.0903/-22.8631,-43.0894/-22.8636,-43.0911/-22.8631,-43.0947/-22.8625,-43.0978/-22.8636,-43.0964/-22.8692,-43.0931/-22.8706,-43.095/-22.8706,-43.0972/-22.8719,-43.0983/-22.8756,-43.0958/-22.8797,-43.0958/-22.8833,-43.0944/-22.8811,-43.0928/-22.8808,-43.0925/-22.8833,-43.0897/-22.8808,-43.0875/-22.8839,-43.0839/-22.8825,-43.0786/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 4;Leve;10;34310384.0;176.27;12.0;1.2;3.61;0.38;1.45;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8817,-43.0744/-22.8803,-43.0731/-22.8806,-43.0747/-22.8669,-43.0903/-22.8631,-43.0894/-22.8636,-43.0911/-22.8631,-43.0947/-22.8625,-43.0978/-22.8636,-43.0964/-22.8692,-43.0931/-22.8706,-43.095/-22.8706,-43.0972/-22.8719,-43.0983/-22.8756,-43.0958/-22.8797,-43.0958/-22.8833,-43.0944/-22.8811,-43.0928/-22.8808,-43.0925/-22.8833,-43.0897/-22.8808,-43.0875/-22.8839,-43.0839/-22.8825,-43.0786/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 4;Leve;11;34308270.0;1169.57;28.0;0.42;1.27;2.54;6.2;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8817,-43.0744/-22.8803,-43.0731/-22.8806,-43.0747/-22.8669,-43.0903/-22.8631,-43.0894/-22.8636,-43.0911/-22.8631,-43.0947/-22.8625,-43.0978/-22.8636,-43.0964/-22.8692,-43.0931/-22.8706,-43.095/-22.8706,-43.0972/-22.8719,-43.0983/-22.8756,-43.0958/-22.8797,-43.0958/-22.8833,-43.0944/-22.8811,-43.0928/-22.8808,-43.0925/-22.8833,-43.0897/-22.8808,-43.0875/-22.8839,-43.0839/-22.8825,-43.0786/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 4;Leve;12;28733468.0;264.84;12.0;0.38;1.15;0.24;0.83;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8817,-43.0744/-22.8803,-43.0731/-22.8806,-43.0747/-22.8669,-43.0903/-22.8631,-43.0894/-22.8636,-43.0911/-22.8631,-43.0947/-22.8625,-43.0978/-22.8636,-43.0964/-22.8692,-43.0931/-22.8706,-43.095/-22.8706,-43.0972/-22.8719,-43.0983/-22.8756,-43.0958/-22.8797,-43.0958/-22.8833,-43.0944/-22.8811,-43.0928/-22.8808,-43.0925/-22.8833,-43.0897/-22.8808,-43.0875/-22.8839,-43.0839/-22.8825,-43.0786/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 4;Leve;13;34274085.0;1064.63;12.0;0.31;0.93;0.49;1.42;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8817,-43.0744/-22.8803,-43.0731/-22.8806,-43.0747/-22.8669,-43.0903/-22.8631,-43.0894/-22.8636,-43.0911/-22.8631,-43.0947/-22.8625,-43.0978/-22.8636,-43.0964/-22.8692,-43.0931/-22.8706,-43.095/-22.8706,-43.0972/-22.8719,-43.0983/-22.8756,-43.0958/-22.8797,-43.0958/-22.8833,-43.0944/-22.8811,-43.0928/-22.8808,-43.0925/-22.8833,-43.0897/-22.8808,-43.0875/-22.8839,-43.0839/-22.8825,-43.0786/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 4;Leve;14;34067685.0;332.48;12.0;0.82;2.47;0.48;1.38;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8817,-43.0744/-22.8803,-43.0731/-22.8806,-43.0747/-22.8669,-43.0903/-22.8631,-43.0894/-22.8636,-43.0911/-22.8631,-43.0947/-22.8625,-43.0978/-22.8636,-43.0964/-22.8692,-43.0931/-22.8706,-43.095/-22.8706,-43.0972/-22.8719,-43.0983/-22.8756,-43.0958/-22.8797,-43.0958/-22.8833,-43.0944/-22.8811,-43.0928/-22.8808,-43.0925/-22.8833,-43.0897/-22.8808,-43.0875/-22.8839,-43.0839/-22.8825,-43.0786/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 4;Leve;15;34302574.0;451.9;12.0;0.78;2.33;1.54;3.7;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8817,-43.0744/-22.8803,-43.0731/-22.8806,-43.0747/-22.8669,-43.0903/-22.8631,-43.0894/-22.8636,-43.0911/-22.8631,-43.0947/-22.8625,-43.0978/-22.8636,-43.0964/-22.8692,-43.0931/-22.8706,-43.095/-22.8706,-43.0972/-22.8719,-43.0983/-22.8756,-43.0958/-22.8797,-43.0958/-22.8833,-43.0944/-22.8811,-43.0928/-22.8808,-43.0925/-22.8833,-43.0897/-22.8808,-43.0875/-22.8839,-43.0839/-22.8825,-43.0786/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 4;Leve;16;33956913.0;5621.89;28.0;0.72;2.17;0.59;2.45;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8817,-43.0744/-22.8803,-43.0731/-22.8806,-43.0747/-22.8669,-43.0903/-22.8631,-43.0894/-22.8636,-43.0911/-22.8631,-43.0947/-22.8625,-43.0978/-22.8636,-43.0964/-22.8692,-43.0931/-22.8706,-43.095/-22.8706,-43.0972/-22.8719,-43.0983/-22.8756,-43.0958/-22.8797,-43.0958/-22.8833,-43.0944/-22.8811,-43.0928/-22.8808,-43.0925/-22.8833,-43.0897/-22.8808,-43.0875/-22.8839,-43.0839/-22.8825,-43.0786/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 4;Leve;17;34302581.0;329.8;12.0;0.5;1.5;0.35;1.22;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8817,-43.0744/-22.8803,-43.0731/-22.8806,-43.0747/-22.8669,-43.0903/-22.8631,-43.0894/-22.8636,-43.0911/-22.8631,-43.0947/-22.8625,-43.0978/-22.8636,-43.0964/-22.8692,-43.0931/-22.8706,-43.095/-22.8706,-43.0972/-22.8719,-43.0983/-22.8756,-43.0958/-22.8797,-43.0958/-22.8833,-43.0944/-22.8811,-43.0928/-22.8808,-43.0925/-22.8833,-43.0897/-22.8808,-43.0875/-22.8839,-43.0839/-22.8825,-43.0786/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 4;Leve;18;28997520.0;374.5;12.0;0.08;0.23;0.53;1.32;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8817,-43.0744/-22.8803,-43.0731/-22.8806,-43.0747/-22.8669,-43.0903/-22.8631,-43.0894/-22.8636,-43.0911/-22.8631,-43.0947/-22.8625,-43.0978/-22.8636,-43.0964/-22.8692,-43.0931/-22.8706,-43.095/-22.8706,-43.0972/-22.8719,-43.0983/-22.8756,-43.0958/-22.8797,-43.0958/-22.8833,-43.0944/-22.8811,-43.0928/-22.8808,-43.0925/-22.8833,-43.0897/-22.8808,-43.0875/-22.8839,-43.0839/-22.8825,-43.0786/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 4;Leve;19;33956809.0;3028.56;28.0;0.68;2.04;1.59;4.33;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8817,-43.0744/-22.8803,-43.0731/-22.8806,-43.0747/-22.8669,-43.0903/-22.8631,-43.0894/-22.8636,-43.0911/-22.8631,-43.0947/-22.8625,-43.0978/-22.8636,-43.0964/-22.8692,-43.0931/-22.8706,-43.095/-22.8706,-43.0972/-22.8719,-43.0983/-22.8756,-43.0958/-22.8797,-43.0958/-22.8833,-43.0944/-22.8811,-43.0928/-22.8808,-43.0925/-22.8833,-43.0897/-22.8808,-43.0875/-22.8839,-43.0839/-22.8825,-43.0786/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 4;Leve;20;34273752.0;2132.06;28.0;0.61;1.83;0.9;2.73;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8817,-43.0744/-22.8803,-43.0731/-22.8806,-43.0747/-22.8669,-43.0903/-22.8631,-43.0894/-22.8636,-43.0911/-22.8631,-43.0947/-22.8625,-43.0978/-22.8636,-43.0964/-22.8692,-43.0931/-22.8706,-43.095/-22.8706,-43.0972/-22.8719,-43.0983/-22.8756,-43.0958/-22.8797,-43.0958/-22.8833,-43.0944/-22.8811,-43.0928/-22.8808,-43.0925/-22.8833,-43.0897/-22.8808,-43.0875/-22.8839,-43.0839/-22.8825,-43.0786/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 4;Leve;21;26901404.0;159.25;12.0;0.86;2.57;0.18;0.47;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8817,-43.0744/-22.8803,-43.0731/-22.8806,-43.0747/-22.8669,-43.0903/-22.8631,-43.0894/-22.8636,-43.0911/-22.8631,-43.0947/-22.8625,-43.0978/-22.8636,-43.0964/-22.8692,-43.0931/-22.8706,-43.095/-22.8706,-43.0972/-22.8719,-43.0983/-22.8756,-43.0958/-22.8797,-43.0958/-22.8833,-43.0944/-22.8811,-43.0928/-22.8808,-43.0925/-22.8833,-43.0897/-22.8808,-43.0875/-22.8839,-43.0839/-22.8825,-43.0786/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 4;Leve;22;33932415.0;2767.22;28.0;0.96;2.88;1.49;4.9;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8817,-43.0744/-22.8803,-43.0731/-22.8806,-43.0747/-22.8669,-43.0903/-22.8631,-43.0894/-22.8636,-43.0911/-22.8631,-43.0947/-22.8625,-43.0978/-22.8636,-43.0964/-22.8692,-43.0931/-22.8706,-43.095/-22.8706,-43.0972/-22.8719,-43.0983/-22.8756,-43.0958/-22.8797,-43.0958/-22.8833,-43.0944/-22.8811,-43.0928/-22.8808,-43.0925/-22.8833,-43.0897/-22.8808,-43.0875/-22.8839,-43.0839/-22.8825,-43.0786/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 5;Leve;1;33929720.0;504.26;12.0;4.86;14.58;1.74;4.42;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8872,-43.0425/-22.8825,-43.0494/-22.8747,-43.0497/-22.8747,-43.0492/-22.8722,-43.0408/-22.8639,-43.0322/-22.8758,-43.0319/-22.8806,-43.0233/-22.8836,-43.0197/-22.8842,-43.0186/-22.8958,-43.0131/-22.9153,-43.0172/-22.9269,-43.0039/-22.9283,-43.0075/-22.9306,-43.0083/-22.9328,-43.0031/-22.945,-43.0156/-22.9164,-43.0486/-22.9164,-43.0486/-22.91,-43.0481/-22.9072,-43.0603/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 5;Leve;2;34069020.0;1162.85;12.0;1.49;4.48;10.54;19.63;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8872,-43.0425/-22.8825,-43.0494/-22.8747,-43.0497/-22.8747,-43.0492/-22.8722,-43.0408/-22.8639,-43.0322/-22.8758,-43.0319/-22.8806,-43.0233/-22.8836,-43.0197/-22.8842,-43.0186/-22.8958,-43.0131/-22.9153,-43.0172/-22.9269,-43.0039/-22.9283,-43.0075/-22.9306,-43.0083/-22.9328,-43.0031/-22.945,-43.0156/-22.9164,-43.0486/-22.9164,-43.0486/-22.91,-43.0481/-22.9072,-43.0603/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 5;Leve;3;34293697.0;664.76;12.0;1.48;4.43;2.68;7.47;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8872,-43.0425/-22.8825,-43.0494/-22.8747,-43.0497/-22.8747,-43.0492/-22.8722,-43.0408/-22.8639,-43.0322/-22.8758,-43.0319/-22.8806,-43.0233/-22.8836,-43.0197/-22.8842,-43.0186/-22.8958,-43.0131/-22.9153,-43.0172/-22.9269,-43.0039/-22.9283,-43.0075/-22.9306,-43.0083/-22.9328,-43.0031/-22.945,-43.0156/-22.9164,-43.0486/-22.9164,-43.0486/-22.91,-43.0481/-22.9072,-43.0603/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 5;Leve;4;34289797.0;115.02;12.0;0.09;0.26;2.31;5.77;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8872,-43.0425/-22.8825,-43.0494/-22.8747,-43.0497/-22.8747,-43.0492/-22.8722,-43.0408/-22.8639,-43.0322/-22.8758,-43.0319/-22.8806,-43.0233/-22.8836,-43.0197/-22.8842,-43.0186/-22.8958,-43.0131/-22.9153,-43.0172/-22.9269,-43.0039/-22.9283,-43.0075/-22.9306,-43.0083/-22.9328,-43.0031/-22.945,-43.0156/-22.9164,-43.0486/-22.9164,-43.0486/-22.91,-43.0481/-22.9072,-43.0603/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 5;Leve;5;34310888.0;2005.63;12.0;1.54;4.61;0.17;0.83;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8872,-43.0425/-22.8825,-43.0494/-22.8747,-43.0497/-22.8747,-43.0492/-22.8722,-43.0408/-22.8639,-43.0322/-22.8758,-43.0319/-22.8806,-43.0233/-22.8836,-43.0197/-22.8842,-43.0186/-22.8958,-43.0131/-22.9153,-43.0172/-22.9269,-43.0039/-22.9283,-43.0075/-22.9306,-43.0083/-22.9328,-43.0031/-22.945,-43.0156/-22.9164,-43.0486/-22.9164,-43.0486/-22.91,-43.0481/-22.9072,-43.0603/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 5;Leve;6;34203825.0;689.49;12.0;2.17;6.51;0.51;0.87;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8872,-43.0425/-22.8825,-43.0494/-22.8747,-43.0497/-22.8747,-43.0492/-22.8722,-43.0408/-22.8639,-43.0322/-22.8758,-43.0319/-22.8806,-43.0233/-22.8836,-43.0197/-22.8842,-43.0186/-22.8958,-43.0131/-22.9153,-43.0172/-22.9269,-43.0039/-22.9283,-43.0075/-22.9306,-43.0083/-22.9328,-43.0031/-22.945,-43.0156/-22.9164,-43.0486/-22.9164,-43.0486/-22.91,-43.0481/-22.9072,-43.0603/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 5;Leve;7;34234360.0;353.2;12.0;2.25;6.75;1.14;1.88;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8872,-43.0425/-22.8825,-43.0494/-22.8747,-43.0497/-22.8747,-43.0492/-22.8722,-43.0408/-22.8639,-43.0322/-22.8758,-43.0319/-22.8806,-43.0233/-22.8836,-43.0197/-22.8842,-43.0186/-22.8958,-43.0131/-22.9153,-43.0172/-22.9269,-43.0039/-22.9283,-43.0075/-22.9306,-43.0083/-22.9328,-43.0031/-22.945,-43.0156/-22.9164,-43.0486/-22.9164,-43.0486/-22.91,-43.0481/-22.9072,-43.0603/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 5;Leve;8;34233824.0;535.71;12.0;1.75;5.25;5.48;13.28;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8872,-43.0425/-22.8825,-43.0494/-22.8747,-43.0497/-22.8747,-43.0492/-22.8722,-43.0408/-22.8639,-43.0322/-22.8758,-43.0319/-22.8806,-43.0233/-22.8836,-43.0197/-22.8842,-43.0186/-22.8958,-43.0131/-22.9153,-43.0172/-22.9269,-43.0039/-22.9283,-43.0075/-22.9306,-43.0083/-22.9328,-43.0031/-22.945,-43.0156/-22.9164,-43.0486/-22.9164,-43.0486/-22.91,-43.0481/-22.9072,-43.0603/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 5;Leve;9;33253636.0;650.81;12.0;0.85;2.54;3.76;10.48;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8872,-43.0425/-22.8825,-43.0494/-22.8747,-43.0497/-22.8747,-43.0492/-22.8722,-43.0408/-22.8639,-43.0322/-22.8758,-43.0319/-22.8806,-43.0233/-22.8836,-43.0197/-22.8842,-43.0186/-22.8958,-43.0131/-22.9153,-43.0172/-22.9269,-43.0039/-22.9283,-43.0075/-22.9306,-43.0083/-22.9328,-43.0031/-22.945,-43.0156/-22.9164,-43.0486/-22.9164,-43.0486/-22.91,-43.0481/-22.9072,-43.0603/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 5;Leve;10;34231315.0;297.05;12.0;0.22;0.67;1.05;3.23;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8872,-43.0425/-22.8825,-43.0494/-22.8747,-43.0497/-22.8747,-43.0492/-22.8722,-43.0408/-22.8639,-43.0322/-22.8758,-43.0319/-22.8806,-43.0233/-22.8836,-43.0197/-22.8842,-43.0186/-22.8958,-43.0131/-22.9153,-43.0172/-22.9269,-43.0039/-22.9283,-43.0075/-22.9306,-43.0083/-22.9328,-43.0031/-22.945,-43.0156/-22.9164,-43.0486/-22.9164,-43.0486/-22.91,-43.0481/-22.9072,-43.0603/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 5;Leve;11;34303902.0;1205.75;12.0;2.39;7.18;0.04;0.1;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8872,-43.0425/-22.8825,-43.0494/-22.8747,-43.0497/-22.8747,-43.0492/-22.8722,-43.0408/-22.8639,-43.0322/-22.8758,-43.0319/-22.8806,-43.0233/-22.8836,-43.0197/-22.8842,-43.0186/-22.8958,-43.0131/-22.9153,-43.0172/-22.9269,-43.0039/-22.9283,-43.0075/-22.9306,-43.0083/-22.9328,-43.0031/-22.945,-43.0156/-22.9164,-43.0486/-22.9164,-43.0486/-22.91,-43.0481/-22.9072,-43.0603/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 5;Leve;12;33695538.0;483.63;12.0;3.75;11.26;1.4;2.5;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8872,-43.0425/-22.8825,-43.0494/-22.8747,-43.0497/-22.8747,-43.0492/-22.8722,-43.0408/-22.8639,-43.0322/-22.8758,-43.0319/-22.8806,-43.0233/-22.8836,-43.0197/-22.8842,-43.0186/-22.8958,-43.0131/-22.9153,-43.0172/-22.9269,-43.0039/-22.9283,-43.0075/-22.9306,-43.0083/-22.9328,-43.0031/-22.945,-43.0156/-22.9164,-43.0486/-22.9164,-43.0486/-22.91,-43.0481/-22.9072,-43.0603/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 5;Leve;13;33956856.0;2064.72;28.0;3.19;9.57;1.79;2.7;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8872,-43.0425/-22.8825,-43.0494/-22.8747,-43.0497/-22.8747,-43.0492/-22.8722,-43.0408/-22.8639,-43.0322/-22.8758,-43.0319/-22.8806,-43.0233/-22.8836,-43.0197/-22.8842,-43.0186/-22.8958,-43.0131/-22.9153,-43.0172/-22.9269,-43.0039/-22.9283,-43.0075/-22.9306,-43.0083/-22.9328,-43.0031/-22.945,-43.0156/-22.9164,-43.0486/-22.9164,-43.0486/-22.91,-43.0481/-22.9072,-43.0603/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 5;Leve;14;34302895.0;2929.62;28.0;0.68;2.04;14.2;18.02;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8872,-43.0425/-22.8825,-43.0494/-22.8747,-43.0497/-22.8747,-43.0492/-22.8722,-43.0408/-22.8639,-43.0322/-22.8758,-43.0319/-22.8806,-43.0233/-22.8836,-43.0197/-22.8842,-43.0186/-22.8958,-43.0131/-22.9153,-43.0172/-22.9269,-43.0039/-22.9283,-43.0075/-22.9306,-43.0083/-22.9328,-43.0031/-22.945,-43.0156/-22.9164,-43.0486/-22.9164,-43.0486/-22.91,-43.0481/-22.9072,-43.0603/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 5;Leve;15;33957470.0;6513.89;28.0;0.46;1.37;0.58;2.27;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8872,-43.0425/-22.8825,-43.0494/-22.8747,-43.0497/-22.8747,-43.0492/-22.8722,-43.0408/-22.8639,-43.0322/-22.8758,-43.0319/-22.8806,-43.0233/-22.8836,-43.0197/-22.8842,-43.0186/-22.8958,-43.0131/-22.9153,-43.0172/-22.9269,-43.0039/-22.9283,-43.0075/-22.9306,-43.0083/-22.9328,-43.0031/-22.945,-43.0156/-22.9164,-43.0486/-22.9164,-43.0486/-22.91,-43.0481/-22.9072,-43.0603/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 5;Leve;16;34302918.0;1815.24;28.0;1.0;2.99;0.33;0.75;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8872,-43.0425/-22.8825,-43.0494/-22.8747,-43.0497/-22.8747,-43.0492/-22.8722,-43.0408/-22.8639,-43.0322/-22.8758,-43.0319/-22.8806,-43.0233/-22.8836,-43.0197/-22.8842,-43.0186/-22.8958,-43.0131/-22.9153,-43.0172/-22.9269,-43.0039/-22.9283,-43.0075/-22.9306,-43.0083/-22.9328,-43.0031/-22.945,-43.0156/-22.9164,-43.0486/-22.9164,-43.0486/-22.91,-43.0481/-22.9072,-43.0603/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 5;Leve;17;34273806.0;2426.8;28.0;3.17;9.51;0.85;1.9;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8872,-43.0425/-22.8825,-43.0494/-22.8747,-43.0497/-22.8747,-43.0492/-22.8722,-43.0408/-22.8639,-43.0322/-22.8758,-43.0319/-22.8806,-43.0233/-22.8836,-43.0197/-22.8842,-43.0186/-22.8958,-43.0131/-22.9153,-43.0172/-22.9269,-43.0039/-22.9283,-43.0075/-22.9306,-43.0083/-22.9328,-43.0031/-22.945,-43.0156/-22.9164,-43.0486/-22.9164,-43.0486/-22.91,-43.0481/-22.9072,-43.0603/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 5;Leve;18;34289329.0;2425.62;28.0;7.89;23.67;2.81;6.9;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8872,-43.0425/-22.8825,-43.0494/-22.8747,-43.0497/-22.8747,-43.0492/-22.8722,-43.0408/-22.8639,-43.0322/-22.8758,-43.0319/-22.8806,-43.0233/-22.8836,-43.0197/-22.8842,-43.0186/-22.8958,-43.0131/-22.9153,-43.0172/-22.9269,-43.0039/-22.9283,-43.0075/-22.9306,-43.0083/-22.9328,-43.0031/-22.945,-43.0156/-22.9164,-43.0486/-22.9164,-43.0486/-22.91,-43.0481/-22.9072,-43.0603/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 5;Leve;19;34303889.0;1383.19;12.0;0.0;0.0;9.63;16.45;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8872,-43.0425/-22.8825,-43.0494/-22.8747,-43.0497/-22.8747,-43.0492/-22.8722,-43.0408/-22.8639,-43.0322/-22.8758,-43.0319/-22.8806,-43.0233/-22.8836,-43.0197/-22.8842,-43.0186/-22.8958,-43.0131/-22.9153,-43.0172/-22.9269,-43.0039/-22.9283,-43.0075/-22.9306,-43.0083/-22.9328,-43.0031/-22.945,-43.0156/-22.9164,-43.0486/-22.9164,-43.0486/-22.91,-43.0481/-22.9072,-43.0603/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 5;Leve;20;34302563.0;697.09;12.0;1.21;3.64;0.0;0.0;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8872,-43.0425/-22.8825,-43.0494/-22.8747,-43.0497/-22.8747,-43.0492/-22.8722,-43.0408/-22.8639,-43.0322/-22.8758,-43.0319/-22.8806,-43.0233/-22.8836,-43.0197/-22.8842,-43.0186/-22.8958,-43.0131/-22.9153,-43.0172/-22.9269,-43.0039/-22.9283,-43.0075/-22.9306,-43.0083/-22.9328,-43.0031/-22.945,-43.0156/-22.9164,-43.0486/-22.9164,-43.0486/-22.91,-43.0481/-22.9072,-43.0603/-22.90684155,-43.06050544
